source_dataset_id,municipality_code,source_layer,native_zone_code,native_zone_description,generator_class,mapping_rule,mapping_status,evidence,notes,source_feature_count
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,A6,ZONA_OM=A6 | ART_NTA=9/10,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,ACQUA_A,ZONA_OM=ACQUA_A,,EXPLICIT_NON_GENERATOR_SEMANTICS,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,99
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,AV,ZONA_OM=AV | ART_NTA=9/10,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,6
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,B1,ZONA_OM=B1 | ART_NTA=9/11,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,9
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,B2,ZONA_OM=B2 | ART_NTA=9/12,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,23
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,B3,ZONA_OM=B3 | ART_NTA=9/13,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,44
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,B41,ZONA_OM=B41 | ART_NTA=9/14,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,B42,ZONA_OM=B42 | ART_NTA=9/14BIS,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,C,ZONA_OM=C | ART_NTA=9/15,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,D21,ZONA_OM=D21 | ART_NTA=9/16,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,D22,ZONA_OM=D22 | ART_NTA=9/17,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,D3,ZONA_OM=D3 | ART_NTA=9/18,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E4,ZONA_OM=E4 | ART_NTA=9/19,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E41,ZONA_OM=E41 | ART_NTA=9/24BIS,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,12
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E5,ZONA_OM=E5 | ART_NTA=9/20,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E6,ZONA_OM=E6 | ART_NTA=9/21,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,55
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E6B,ZONA_OM=E6B | ART_NTA=9/22,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,12
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,E6D,ZONA_OM=E6D | ART_NTA=9/21,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,F2,ZONA_OM=F2 | ART_NTA=9/23/30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,4
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,F4,ZONA_OM=F4 | ART_NTA=9/24/30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,10
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,FERR_A,ZONA_OM=FERR_A | ART_NTA=35,G3_LOGISTICS_TRANSPORT,EXPLICIT_SIGNAL_G3_LOGISTICS_TRANSPORT,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,L2,ZONA_OM=L2 | ART_NTA=9/25,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,O,ZONA_OM=O | ART_NTA=9/26,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,9
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,O1,ZONA_OM=O1 | ART_NTA=9/26BIS,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,"ZONA_OM=S | ART_NTA=9/27 | NOTE=Attrezzature per il culto, la vita associativa e la cultura",,EXPLICIT_NON_GENERATOR_SEMANTICS,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,7
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,"ZONA_OM=S | ART_NTA=9/27 | NOTE=Attrezzature per il verde, lo sport e gli spettacoli all'aperto",,EXPLICIT_NON_GENERATOR_SEMANTICS,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,24
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,ZONA_OM=S | ART_NTA=9/27 | NOTE=Attrezzature per l'assistenza e la sanità,,GENERIC_SERVICE_WITHOUT_RELEVANT_COMPONENT,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,ZONA_OM=S | ART_NTA=9/27 | NOTE=Attrezzature per l'istruzione,,GENERIC_SERVICE_WITHOUT_RELEVANT_COMPONENT,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,ZONA_OM=S | ART_NTA=9/27 | NOTE=Attrezzature per la viabilità e i trasporti,G3_LOGISTICS_TRANSPORT,EXPLICIT_SIGNAL_G3_LOGISTICS_TRANSPORT,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,13
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,S,ZONA_OM=S | ART_NTA=9/27 | NOTE=Servizi tecnologici,,GENERIC_SERVICE_WITHOUT_RELEVANT_COMPONENT,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,6
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,V,ZONA_OM=V | ART_NTA=9/28,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,28
F3_SRC_FVG_PRGC_CURRENT_001,030064,MuzzanaDelTurgnano\zonizzazione_var_13_approvato_6708.shp,VIAB_PROG_A,ZONA_OM=VIAB_PROG_A | ART_NTA=35,,ROAD_OR_ROAD_SETBACK_NON_GENERATOR,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,A1,ZONA_OM=A1 | ART_NTA=27,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,9
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,A2,ZONA_OM=A2 | ART_NTA=28,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,10
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,B0,ZONA_OM=B0 | ART_NTA=29,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,B1,ZONA_OM=B1 | ART_NTA=30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,25
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,B2,ZONA_OM=B2 | ART_NTA=30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,177
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,B3,ZONA_OM=B3 | ART_NTA=30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,22
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,B4,ZONA_OM=B4 | ART_NTA=30,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,C1,ZONA_OM=C1 | ART_NTA=31,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,C2,ZONA_OM=C2 | ART_NTA=32,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,D31,ZONA_OM=D31 | ART_NTA=26,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,D3A,ZONA_OM=D3A | ART_NTA=22,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,14
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,D3B,ZONA_OM=D3B | ART_NTA=24,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,D3C,ZONA_OM=D3C | ART_NTA=25,G1_PRODUCTIVE,FVG_D_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E2,ZONA_OM=E2 | ART_NTA=15,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,11
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E3,ZONA_OM=E3 | ART_NTA=16,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,10
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E4,ZONA_OM=E4 | ART_NTA=17,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,79
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E4A,ZONA_OM=E4A | ART_NTA=18,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,7
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E4B,ZONA_OM=E4B | ART_NTA=19,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,10
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E4C,ZONA_OM=E4C | ART_NTA=20,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,17
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,E4D,ZONA_OM=E4D | ART_NTA=21,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,H3,ZONA_OM=H3 | ART_NTA=23,G2_COMMERCIAL_TERTIARY,FVG_H_FAMILY_ZONE_CODE,RESOLVED_INCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,S1,ZONA_OM=S1 | ART_NTA=35,,GENERIC_SERVICE_WITHOUT_RELEVANT_COMPONENT,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,55
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,S2,ZONA_OM=S2 | ART_NTA=36,,GENERIC_SERVICE_WITHOUT_RELEVANT_COMPONENT,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,SP,ZONA_OM=SP | ART_NTA=37,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030065,Nimis\VAR_29\ZONIZZAZIONE_6708.shp,VERDI_INTERNE,ZONA_OM=VERDI_INTERNE | ART_NTA=25,,INSUFFICIENT_SEMANTIC_EVIDENCE,GENERATOR_CLASS_UNRESOLVED,Official current/best-available PRGC vector; native attributes preserved,,8
F3_SRC_FVG_ZONING_COM_001,030066,CER:ZONE_COMMERCIALI_H,H,"ZONA_OMOGE=H | ZONA_DESC=Zona H commerciale | SOTTOZONA=H2 | DEST_PREV=Zona H2 - Attività commerciali di previsione | NOTE_DES=Interessa aree libere disposte lungo la S.R.463. Destinata a attività commerciale al dettaglio, commerciale allingrosso, direzionale. alberghiera e di pubblico esercizio, per servizi, residenza di servizio. | ART_NTA=16;16.1",G2_COMMERCIAL_TERTIARY,CER_LAYER_H,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,3
F3_SRC_FVG_ZONING_COM_001,030066,CER:ZONE_COMMERCIALI_H,H,ZONA_OMOGE=H | ZONA_DESC=Zona H commerciale | SOTTOZONA=H3 | DEST_PREV=Zona H3 - Attività commerciali esistenti | NOTE_DES=Interessa ambiti isolati dove si riconosce lesistenza di attività commerciali | ART_NTA=16;16.2,G2_COMMERCIAL_TERTIARY,CER_LAYER_H,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,6
F3_SRC_FVG_ZONING_IND_001,030066,CER:ZONE_INDUSTRIALI_ARTIG_D,D,"ZONA_OMOGE=D | ZONA_DESC=Zona D industriale/artigianale | SOTTOZONA=D1 | DEST_PREV=Zona D1 - Insediamento industriale e artigianale di interesse regionale | NOTE_DES=Comprende lambito territoriale ubicata in località Rivoli di Osoppo, lungo la S.R. 463, individuata come Zona industriale programmatica nello schema di assetto territoriale del PUR | ART_NTA=14;14.1 | NOTE=La viabilità di servizio pubblica interna al P.R.P.C. dovrà avere una larghezza non inferiore a 8,00 m ed essere dotata di marciapiedi di larghezza non inferiore a 1,50 m",G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,9
F3_SRC_FVG_ZONING_IND_001,030066,CER:ZONE_INDUSTRIALI_ARTIG_D,D,"ZONA_OMOGE=D | ZONA_DESC=Zona D industriale/artigianale | SOTTOZONA=D3.1 | DEST_PREV=Zona D3.1 - Industriale e artigianale di interesse comunale | NOTE_DES=Interessa lambito esistente lungo la s.p. 63, a sud dell'abitato di Pineta, già quasi completamente saturato | ART_NTA=14;14.2 | NOTE=La sistemazione delle aree scoperte dovrà obbligatoriamente e prioritariamente garantire la formazione di schermature arboree almeno lungo i fronti laterali e retrostanti del lotto di intervento",G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,2
F3_SRC_FVG_ZONING_IND_001,030066,CER:ZONE_INDUSTRIALI_ARTIG_D,D,"ZONA_OMOGE=D | ZONA_DESC=Zona D industriale/artigianale | SOTTOZONA=D3.2 | DEST_PREV=Zona D3.2 - Insediamenti industriali e artigianali singoli esistenti | NOTE_DES=Comprende le parti del territorio comunale su cui insistono insediamenti produttivi isolati, il cui riconoscimento è giudicato compatibile con l'assetto delle aree contermini | ART_NTA=14;14.3 | NOTE=La sistemazione delle aree scoperte dovrà obbligatoriamente e prioritariamente garantire la formazione di schermature arboree almeno lungo i fronti laterali e retrostanti del lotto di intervento",G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,5
F3_SRC_FVG_ZONING_IND_001,030066,CER:ZONE_INDUSTRIALI_ARTIG_D,D,ZONA_OMOGE=D | ZONA_DESC=Zona D industriale/artigianale | SOTTOZONA=D3.3 | DEST_PREV=Zona D3.3 - Attività di lavorazione di inerti | NOTE_DES=Interessa la parte del territorio ubicata a nord-ovest del Capoluogo dove già esistono impianti per il trattamento e la lavorazione delle ghiaie | ART_NTA=14;14.4 | NOTE=Gli interventi di sistemazione delle aree scoperte dovranno essere realizzati in contemporanea al primo intervento soggetto a titolo abilitativo.,G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,1
F3_SRC_FVG_ZONING_IND_001,030067,CER:ZONE_INDUSTRIALI_ARTIG_D,D,ZONA_OMOGE=D | ZONA_DESC=Zona omogenea D (Zona degli insediamenti industriali e artigianali) | SOTTOZONA=D2 | DEST_PREV=Zona D2 (Insediamenti industriali e artigianali di interesse comunale) | NOTE_DES=di interesse comprensoriale e comunale | ART_NTA=10,G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,5
F3_SRC_FVG_ZONING_IND_001,030067,CER:ZONE_INDUSTRIALI_ARTIG_D,D,ZONA_OMOGE=D | ZONA_DESC=Zona omogenea D (Zona degli insediamenti industriali e artigianali) | SOTTOZONA=D3 | DEST_PREV=Zona   D3   (Insediamenti industriali  e artigianali  singoli esistenti ) | NOTE_DES=insediamenti singoli esistenti | ART_NTA=11,G1_PRODUCTIVE,CER_LAYER_D,RESOLVED_INCLUDED,CER/Mosaicatura PRG 2018 historical geometry fallback; S3 only where current plan is verified but vector geometry is unavailable,,13
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,A1,ZONA_OM=A1 | ART_NTA=7/8,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,21
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,A4,ZONA_OM=A4 | ART_NTA=7/8,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,A6,ZONA_OM=A6 | ART_NTA=7/8,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,A7,ZONA_OM=A7 | ART_NTA=7/8,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,10
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,ACQUA_A,ZONA_OM=ACQUA_A | ART_NTA=49,,EXPLICIT_NON_GENERATOR_SEMANTICS,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,32
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,ACT,ZONA_OM=ACT | ART_NTA=42,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B1,ZONA_OM=B1 | ART_NTA=7/9/10,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,106
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B10,ZONA_OM=B10 | ART_NTA=7/9/19 | SOTTOZONA=B10,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B11,ZONA_OM=B11 | ART_NTA=7/9/20 | SOTTOZONA=B11,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,2
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B12,ZONA_OM=B12 | ART_NTA=7/9/21 | SOTTOZONA=B12,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B13,ZONA_OM=B13 | ART_NTA=7/9/22 | SOTTOZONA=B13,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,1
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B2,ZONA_OM=B2 | ART_NTA=7/9/11,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,14
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B3A,ZONA_OM=B3A | ART_NTA=7/9/13,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,181
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B3B,ZONA_OM=B3B | ART_NTA=7/9/13,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,5
F3_SRC_FVG_PRGC_CURRENT_001,030068,ZONIZZAZIONE.shp,B4,ZONA_OM=B4 | ART_NTA=7/9/13 | SOTTOZONA=B4,,STANDARD_NON_GENERATOR_ZONE_FAMILY,RESOLVED_EXCLUDED,Official current/best-available PRGC vector; native attributes preserved,,3
